match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
20709,300,6136,5193,6381,6442
20709,720,15658,14439,17889,15666
20709,1500,38028,41691,42015,47061
20710,300,6167,6009,6349,6174
20710,720,18447,17046,18990,16974
20710,1500,49497,41366,47512,42816
20711,300,4477,4315,6436,5583
20711,720,12881,12546,15464,14967
20711,1500,29754,32607,34130,38361
20712,300,6752,5276,6510,6919
20712,720,17516,17906,17049,20493
20712,1500,48232,42464,48521,48475
20713,300,4436,6004,5335,6304
20713,720,13565,14767,15614,16199
20713,1500,37553,41046,44533,46413
20714,300,5428,5380,6737,6684
20714,720,16897,14031,18546,16132
20714,1500,40615,39111,42043,43346
