match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
40989,300,5826,5907,6182,6645
40989,720,17087,15383,19256,16758
40989,1500,46376,39988,55225,39486
40990,300,5035,4364,6315,5958
40990,720,15745,14983,17228,16253
40990,1500,34388,37701,35562,40996
40991,300,5581,8252,5826,8090
40991,720,14146,25940,15367,24821
40992,300,4404,5676,4988,6161
40992,720,11435,18559,13652,19174
40992,1500,31089,56591,33196,63179
40993,300,5745,6427,5217,2582
40994,300,6596,4972,6792,5678
40994,720,16039,14413,17663,16912
40994,1500,47316,38813,56359,47730
40995,300,5457,6762,6636,6462
40995,720,18015,17802,19241,17439
40995,1500,48420,48030,55812,55942
40996,300,6618,7860,6573,7325
40996,720,20264,18530,18998,18329
40997,300,5358,4552,6115,6286
40997,720,13006,15599,14879,18339
40997,1500,41810,35108,49197,39468
40998,300,7081,6766,7283,5385
40998,720,19107,15861,19585,13737
40998,1500,45606,40845,42712,38465
40999,300,5858,4819,6213,4973
40999,720,17674,13829,19981,14796
40999,1500,48973,34126,52782,38492
41000,300,5836,5613,7192,6067
41000,720,15060,14403,18705,17132
41000,1500,40673,35373,50756,42741
41001,300,5180,6342,6121,6948
41001,720,16646,19981,18314,19527
41001,1500,46740,53391,53934,63026
41002,300,5462,5045,5990,5498
41002,720,12730,14693,14116,15443
41002,1500,32046,39128,35114,39301
41003,300,5256,5938,5971,6493
41003,720,15007,16187,17369,17298
41003,1500,37370,38253,42312,42098
41004,300,5839,6199,6732,6833
41004,720,15702,15762,18121,17836
41004,1500,45995,39762,51005,46126
41005,300,7148,5170,6627,5413
41005,720,17600,12881,17144,13924
41005,1500,44414,39786,47428,44882
41006,300,5457,4856,6226,5844
41006,720,11472,13841,13056,17151
41006,1500,29435,44219,31719,51035
41007,300,4026,6623,5059,6792
41007,720,13501,18316,15710,18359
41007,1500,36121,42418,40665,47402
41008,300,6738,6730,7339,7387
41008,720,21372,17500,21808,17029
41008,1500,53278,41141,58991,45589
41009,300,5191,6374,5241,6772
41009,720,16080,19503,14373,21228
41009,1500,37510,53105,36457,58749
41010,300,4986,5203,6170,5674
41010,720,12882,14939,15047,16365
41010,1500,39187,42884,46826,47137
41011,300,4752,4271,6020,5947
41011,720,12453,12122,15595,12811
41011,1500,34850,30186,44071,31881
41012,300,5276,5084,6269,6269
41012,720,15212,14014,16432,16771
41012,1500,42736,37375,42529,44764
41013,300,5150,4577,6143,5334
41013,720,16353,16530,16427,16671
41013,1500,42634,43528,46331,49632
41014,300,4796,5919,5738,6094
41014,720,14149,15340,14939,15992
41014,1500,38662,37869,47418,38617
41015,300,6380,5162,6766,5601
41015,720,17440,16601,16590,17608
41015,1500,38860,43905,41727,50363
41016,300,4056,6066,5683,7013
41016,720,11152,18273,14416,17165
41016,1500,35286,45580,40278,47639
41017,300,7223,6660,6252,6735
41017,720,19608,17276,18243,18350
41017,1500,49473,41696,52093,46943
41018,300,5636,5677,5905,6821
41018,720,19224,19313,20814,22367
41018,1500,49579,46685,54447,51430
41019,300,4761,5274,5585,6204
41019,720,14918,13677,16758,15548
41019,1500,50177,32116,53160,34646
41020,300,4937,8527,4896,7654
41020,720,13761,22702,13663,20651
41020,1500,39465,62474,41361,57536
41021,300,5633,5684,5912,5141
41021,720,16115,15319,17741,14567
41021,1500,40161,41512,45747,46148
41022,300,6323,5030,6889,6606
41022,720,20027,14469,20074,16341
41022,1500,65786,43403,66426,50489
41023,300,7940,7390,6577,6404
